epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,95.7791,0.77761,1.25882,1.0285,0.85203,0.83232,0.94639,0.62837,1.25672,1.31082,1.45161,0.000155761,0.000155761,0.000155761
92,96.8704,0.81136,1.13595,1.01507,0.83619,0.83333,0.94639,0.64522,1.20751,1.30592,1.46599,0.000141614,0.000141614,0.000141614
93,97.8713,0.89351,1.21289,1.04579,0.83619,0.83333,0.94639,0.64522,1.20751,1.30592,1.46599,0.000127467,0.000127467,0.000127467
94,98.9017,0.62851,1.03228,0.90742,0.83619,0.83333,0.94639,0.64522,1.20751,1.30592,1.46599,0.00011332,0.00011332,0.00011332
95,99.8461,0.71196,1.27459,0.97433,0.82549,0.83333,0.94639,0.64547,1.19308,1.31365,1.47712,9.91726e-05,9.91726e-05,9.91726e-05
96,100.887,0.61359,1.11809,0.94336,0.82549,0.83333,0.94639,0.64547,1.19308,1.31365,1.47712,8.50255e-05,8.50255e-05,8.50255e-05
97,101.877,0.76585,1.09956,1.10888,0.84685,0.83333,0.94639,0.6452,1.20256,1.29109,1.49139,7.08784e-05,7.08784e-05,7.08784e-05
98,102.956,0.66643,1.18809,0.99625,0.84685,0.83333,0.94639,0.6452,1.20256,1.29109,1.49139,5.67313e-05,5.67313e-05,5.67313e-05
99,103.986,0.59427,1.07034,0.88151,0.84685,0.83333,0.94639,0.6452,1.20256,1.29109,1.49139,4.25842e-05,4.25842e-05,4.25842e-05
100,105.1,0.72821,1.65775,0.95416,0.86949,0.83333,0.94639,0.63067,1.20709,1.32422,1.51286,2.84371e-05,2.84371e-05,2.84371e-05
